,Ano,Marca,Modelo,Usado/Novo,Preço,Classificação do Consumidor,Avaliações do consumidor,Tipo de vendedor,Nome do Vendedor,Avaliação do vendendor,Comentarios do vendedor,Rua do Vendedor,Estado,CEP,Qualidade do Negocio,Conforto,Desing do Interior,Desempenho,Preço Avaliado pelos consumidores,Desing Exterior,Confiabilidade,Cor do Exterior,Cor do Interior,Drivetrain,MinMPG,MaxMPG,Tipo de Combustivel,Transmissão,Motor,VIN,Stock#,Milhagem
6454,2019,Buick,Enclave Essence,Usado,32000,4.6,63,Distribuidor,Brickell Mazda,4.7,1117,618 SW 8th St Miami,FL,33130,Bom,4.7,4.7,4.5,4.4,4.7,4.6,Ebony Twilight Metallic,Brandy,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW2KJ132605,M4325,31144
6455,2019,GMC,Acadia SLE-2,Usado,35900,4.8,131,Distribuidor,NYE Buick GMC,4.8,17,1421 Genesee Street Oneida,NY,13421,Bom,4.8,4.7,4.8,4.7,4.8,4.9,Dark Sky Metallic,Jet Black,All-wheel Drive,17,25,Gasoline,6-SPEED A/T,V6 Cylinder Engine,1GKKNSLS1KZ257870,BG0269,26353
6456,2021,Subaru,Outback Limited,Novo,36995,4.8,81,Distribuidor,Ciocca Subaru,4.3,135,4611 Hamilton Blvd Allentown,PA,18103,Bom,4.9,4.8,4.7,4.7,4.8,4.8,Magnetite Gray Metallic,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTANC3M3140648,L2378,19002
6457,2019,Jeep,Cherokee Trailhawk,Usado,30993,4.6,568,Distribuidor,Koons Lexus of Wilmington,4.6,685,2100 Pennsylvania Ave Wilmington,DE,19806,Ótimo,4.8,4.7,4.5,4.5,4.7,4.6,Diamond Black,Black,Four-wheel Drive,18,24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBX7KD235438,00P8437A,19198
6458,2019,BMW,X5 xDrive40i,Usado,54592,4.7,55,Distribuidor,BMW of the Main Line,4.5,742,225 Bala Ave Bala Cynwyd,PA,19004,Bom,5.0,4.9,4.9,4.4,4.7,4.6,Tanzanite Blue Ii Metallic,Cognac,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,5UXCR6C53KLL38845,L22270A,27425
6459,2018,Mazda,CX-5 Grand Touring,Usado,30000,4.8,270,Distribuidor,Mount Holly Nissan,4.7,474,1513 NJ-38 Hainesport,NJ,8036,Bom,4.8,4.8,4.7,4.8,4.8,4.8,Jet Black Mica,Black,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM5J0434424,P434424,46390
6460,2020,Lamborghini,Urus Base,Usado,274435,4.7,1,Distribuidor,DCH Montclair Acura,4.9,2448,100 Bloomfield Ave Verona,NJ,7044,Sem Resposta,4.0,5.0,5.0,5.0,5.0,4.0,Rosso Mars Metallic,Nero Ade,All-wheel Drive,12,17,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,ZPBUA1ZL2LLA09134,MAJ1283,5047
6461,2019,Acura,MDX 3.5L,Usado,42995,4.6,63,Distribuidor,Acura of Ramsey,4.8,1773,65 NJ-17 Ramsey,NJ,7446,Bom,4.6,4.7,4.6,4.5,4.7,4.8,GRAY,Ebony,All-wheel Drive,19,26,Gasoline,9 speed automatic,V6 Cylinder Engine,5J8YD4H82KL016406,T1198,22383
6462,2019,BMW,X1 xDrive28i,Usado,32499,4.7,17,Distribuidor,DCH Honda of Nanuet,4.7,1335,10 Rte. 304 Nanuet,NY,10954,Razoável,4.8,4.6,4.8,4.7,4.8,4.6,Brown Metallic,Oyster / Black,All-wheel Drive,22,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C52K5L38706,HNK863,45309
6463,2021,Dodge,Durango R/T,Usado,44950,4.8,27,Distribuidor,26 Motors Long Island,3.7,56,1305 Hempstead Tpke Elmont,NY,11003,Bom,4.9,4.9,4.7,4.4,4.9,4.8,Black,Red / Black,All-wheel Drive,14,22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4SDJCTXMC642108,H642108,21706
6464,2019,Jeep,Cherokee Limited,Usado,31560,4.6,568,Distribuidor,Columbia Ford Kia,4.8,2953,234 Route 6 Columbia,CT,6237,Bom,4.8,4.7,4.5,4.5,4.7,4.6,Bright White Clearcoat,Black,Four-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDXXKD336132,00058572,34914
6465,2019,BMW,530 i xDrive,Usado,43298,4.8,15,Distribuidor,Herb Connolly Hyundai,4.6,1025,520 Worcester Rd Framingham,MA,1702,Bom,4.9,4.8,4.8,4.5,4.9,4.7,Glacier Silver Metallic,Black,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAJA7C52KWC77928,G131098A,16985
6466,2019,Mercedes-Benz,C-Class C 300 4MATIC,Usado,41989,4.8,40,Distribuidor,Port City Nissan,4.6,707,120 Spaulding Turnpike Portsmouth,NH,3801,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Polar White,AMG Silk Beige,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDWF8EB3KR517962,PA7670,14402
6467,2018,Porsche,Macan,Usado,45998,4.8,68,Distribuidor,CarMax Centennial - Now offering Curbside Pickup and Home Delivery,5.0,3,4900 N Rancho Dr Las Vegas,NV,89130,Bom,4.9,4.8,4.9,4.5,4.9,4.9,Gray,Black,All-wheel Drive,20,25,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WP1AA2A55JLB21466,22622777,44929
6468,2018,Audi,Q3 2.0T Premium,Usado,23852,4.8,52,Distribuidor,Audi Henderson,4.7,166,7740 Eastgate Rd Henderson,NV,89011,Bom,4.8,4.8,4.7,4.6,4.9,4.8,Cortina White,Black,Front-wheel Drive,20,28,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1BCCFS1JR012885,JR012885,80143
6469,2014,Mercedes-Benz,E-Class E 350,Usado,17995,4.8,176,Distribuidor,Ronnie Motors LLC,5.0,1,919 W San Carlos St San Jose,CA,95126,Ótimo,4.9,4.8,4.8,4.6,4.9,4.8,Black,Black,Rear-wheel Drive,21,30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF5KB8EA800193,61941088,91420
6470,2016,BMW,X1 xDrive 28i,Usado,24450,4.6,40,Distribuidor,Shift Bay Area,3.5,141,2000 Maritime St #100 Oakland,CA,94607,Razoável,4.5,4.5,4.8,4.5,4.8,4.7,White Metallic,Mocha,All-wheel Drive,22,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C33GP882724,C1419776,47732
6471,2020,Mercedes-Benz,CLA 250 Base,Novo,36999,5.0,9,Distribuidor,Mercedes-Benz of Walnut Creek,4.6,881,1301 Parkside Dr Walnut Creek,CA,94596,Bom,5.0,5.0,5.0,4.9,5.0,5.0,White,Black,Front-wheel Drive,25,35,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD5J4GB2LN060618,MLN060618,18060
6472,2017,Honda,Ridgeline Black Edition,Novo,34955,4.7,185,Distribuidor,AutoNation Honda Roseville,4.7,2152,230 Automall Dr Roseville,CA,95661,Bom,4.8,4.7,4.7,4.4,4.7,4.7,Crystal Black Pearl,–,All-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F88HB023168,HB023168,52312
6473,2019,Mercedes-Benz,C-Class C 300,Usado,34499,4.8,40,Distribuidor,EchoPark Automotive Phoenix,4.9,237,10555 West Papago Freeway Avondale,AZ,85323,Bom,4.8,4.8,4.8,4.5,4.8,4.7,White,Black,Rear-wheel Drive,23,34,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8DB2KU291705,PKU291705,22592
6474,2020,BMW,430 i xDrive,Novo,47991,4.9,8,Distribuidor,Chapman BMW Chandler,4.5,797,7455 W Orchid Ln Chandler,AZ,85226,Ótimo,4.9,5.0,4.9,4.8,5.0,5.0,Alpine White,Black,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C06LFH34104,X540790D,16308
6475,2021,Lexus,GX 460 Base,Usado,61037,4.6,8,Distribuidor,Castle Rock Chrysler Dodge Jeep RAM,4.7,531,1520 S Wilcox St Castle Rock,CO,80104,Bom,4.9,4.2,4.8,4.1,4.6,4.9,Black,Red,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX3M5300584,PD770,15725
6476,2020,Ford,Fusion SE,Usado,24200,4.8,70,Distribuidor,Bob Howard Acura,4.8,525,13101 N Kelley Ave Oklahoma City,OK,73131,Bom,4.8,4.8,4.7,4.7,4.9,4.8,Black,Ebony,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0T9XLR173163,LR173163,38626
6477,2021,Toyota,Corolla LE,Novo,26776,4.8,74,Distribuidor,Shottenkirk Toyota of Weatherford,4.2,1630,3131 Fort Worth Highway Weatherford,TX,76087,Bom,4.8,4.7,4.8,4.7,4.9,4.9,Blueprint,Moonstone,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE3MP231456,MP231456,10473
6478,2021,Toyota,Corolla SE,Novo,27491,4.8,74,Distribuidor,Cavender Toyota,4.6,774,5730 NW Loop 410 San Antonio,TX,78238,Bom,4.8,4.7,4.8,4.7,4.9,4.9,Barcelona Red,–,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,JTDP4MCE4MJ072059,0P7T1989,23791
6479,2014,Honda,Accord Sport,Usado,19998,4.7,352,Distribuidor,CarMax Hulen Mall - Now offering Curbside Pickup and Home Delivery,3.7,4,4700 River Ranch Blvd Fort Worth,TX,76132,Razoável,4.6,4.6,4.6,4.6,4.7,4.8,Gray,Black,Front-wheel Drive,26,34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F54EA012298,22822248,99835
6480,2014,Volkswagen,Passat 2.0L TDI DSG SEL Premium,Usado,19999,4.6,135,Distribuidor,Seth Wadley Chevrolet Buick of Ada,4.3,77,1301 N Broadway Ave Ada,OK,74820,Sem Resposta,4.6,4.6,4.5,4.5,4.6,4.5,Candy White,Beige,Front-wheel Drive,30,40,Diesel,6-Speed Automatic with Auto-Shift,2.0L I4 16V DDI DOHC Turbo Diesel,1VWCN7A36EC071237,JH1926,91334
6481,2019,Lincoln,MKC Reserve,Usado,34288,4.7,70,Distribuidor,Covert Ford,4.5,877,11514 Research Blvd Austin,TX,78759,Razoável,4.8,4.8,4.7,4.6,4.9,4.8,White Platinum,Cappuccino,Front-wheel Drive,20,27,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,5LMCJ3C96KUL08736,BCP1073,47076
6482,2018,Ford,Flex Limited,Usado,27771,4.7,44,Distribuidor,Hendrick Volkswagen Frisco,4.7,205,5010 State Hwy 121 Frisco,TX,75034,Bom,4.9,4.7,4.6,4.5,4.7,4.7,Oxford White,Dune,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5D88JBA09840,Z18089A,73460
6483,2021,Toyota,Corolla LE,Usado,27197,4.8,74,Distribuidor,Toyota of Dallas,4.3,1363,2610 Forest Lane Dallas,TX,75234,Bom,4.8,4.7,4.8,4.7,4.9,4.9,CELESTITE,Light Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,JTDEPMAE2MJ187308,MJ187308,12779
6484,2019,Honda,CR-V LX,Usado,25000,4.8,540,Distribuidor,Five Star Ford Dallas,4.7,373,8900 President George Bush Turnpike Dallas,TX,75252,Razoável,4.8,4.8,4.7,4.7,4.8,4.8,Silver,–,Front-wheel Drive,26,32,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RW5H31KL003096,CAR7672A,84457
6485,2019,Audi,Q5 2.0T Premium,Usado,35480,4.7,42,Distribuidor,Autos of Dallas,4.3,1341,4472 W Plano Pkwy Plano,TX,75093,Bom,4.8,4.6,4.7,4.5,4.7,4.7,Ibis White,Black,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY5K2056865,056865,38337
6486,2011,Lexus,RX 350 Base,Usado,23380,4.7,71,Distribuidor,C3 Automotive,4.6,42,3101 Premier Dr Plano,TX,75075,Sem Resposta,4.8,4.7,4.6,4.5,4.7,4.8,Starfire Pearl,Parchment,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BA9BC051501,P6181,91312
6487,2019,Ford,Explorer Limited,Usado,29592,4.8,110,Distribuidor,Greenville Chrysler,4.4,1721,5401 Interstate 30 Greenville,TX,75402,Bom,4.8,4.8,4.8,4.7,4.9,4.8,Agate Black Metallic,Medium Light Stone,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K7F8XKGB12123,TKGB12123,85075
6488,2007,Toyota,Camry LE,Usado,9950,4.2,301,Distribuidor,TJK AUTO LLC,4.1,10,14227 S Street Omaha,NE,68137,Ótimo,4.4,4.1,4.1,4.2,4.3,4.3,White,Tan,Front-wheel Drive,22,31,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,4T1BK46K87U548913,548913,99223
6489,2020,Jeep,Compass Trailhawk,Usado,29540,4.8,77,Distribuidor,Nissan of Muskogee,4.2,38,841 N Main Street Muskogee,OK,74401,Bom,4.8,4.8,4.7,4.7,4.9,4.8,White Clearcoat,Ruby Red,Four-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,3C4NJDDBXLT171691,B3474,38019
6490,2020,Acura,ILX,Usado,30998,4.5,16,Distribuidor,CarMax Tyler - Now offering Curbside Pickup,3.0,5,3015 S SE Loop 323 Tyler,TX,75701,Razoável,4.5,4.6,4.5,4.4,4.7,4.4,Black,Espresso,Front-wheel Drive,24,34,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F7XLA008612,21712548,23203
6491,2018,BMW,X2 xDrive28i,Usado,34922,4.7,42,Distribuidor,BMW of Kansas City South,4.8,162,1200 W 104th St KCMO,MO,64114,Bom,4.6,4.7,4.7,4.5,4.9,4.5,Black Sapphire Metallic,Oyster / Black,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C3XJEF70293,Q03157A,21883
6492,2018,Hyundai,Santa Fe SE,Usado,22706,4.7,75,Distribuidor,Landers Toyota of Northwest Arkansas,4.7,7137,411 S Metro Pkwy Rogers,AR,72758,Bom,4.7,4.7,4.6,4.6,4.8,4.8,Regal Red Pearl,Beige,Front-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,KM8SM4HF5JU276564,U276564,96938
6493,2019,Cadillac,Escalade ESV Luxury,Novo,58869,5.0,6,Distribuidor,Sewell Cadillac,3.9,74,12221 Katy Fwy Houston,TX,77079,Ótimo,5.0,5.0,5.0,5.0,5.0,5.0,Black Raven,Jet Black,Four-wheel Drive,14,21,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4HKJXKR205237,5142498A,47706
6494,2015,Acura,MDX 3.5L Technology Package,Usado,23084,4.7,63,Distribuidor,Sterling McCall Lexus,4.6,750,10025 Southwest Fwy Houston,TX,77074,Bom,4.8,4.7,4.8,4.7,4.6,4.8,–,–,Front-wheel Drive,20,28,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD3H41FB005474,FB005474,83645
6495,2020,Land,Rover Range Rover Velar S,Usado,62101,4.3,13,Distribuidor,Bayway Chrysler Dodge Jeep Ram,2.8,43,4000 Pasadena Freeway Pasadena,TX,77503,Ótimo,4.2,4.5,4.1,3.9,4.9,4.2,Yulong White,Light Oyster / Ebony,Four-wheel Drive,18,24,Gasoline,Automatic,V6,SALYB2FV3LA271900,B221140A,10213
6496,2020,Jeep,Grand Cherokee Altitude,Usado,40985,4.8,150,Distribuidor,Mills Ford Lincoln Chrysler,4.7,106,4100 US-71 Willmar,MN,56201,Bom,4.9,4.8,4.8,4.7,4.9,4.8,Bright White Clearcoat,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFAG9LC414609,3A220046,11279
6497,2017,BMW,X5 xDrive35i,Usado,34771,4.7,77,Distribuidor,Audi Minneapolis,4.8,1100,9393 Wayzata Blvd Minneapolis,MN,55426,Razoável,4.8,4.7,4.7,4.4,4.8,4.7,Space Gray Metallic,Ivory White,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C5XH0U52425,M7522A,67558
6498,2016,BMW,535 i xDrive,Usado,23572,4.7,28,Distribuidor,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Bom,4.8,4.7,4.7,4.4,4.7,4.7,Black,Brown,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5B3C52GG252436,C206648SC,60237
6499,2017,Subaru,Outback 2.5i Limited,Usado,27995,4.8,367,Distribuidor,Luther Subaru of White Bear,4.7,5740,3505 Highway 61 Vadnais Heights,MN,55110,Bom,4.8,4.7,4.7,4.7,4.7,4.8,Tungsten Metallic,Ivory,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANC0H3324969,73677A,31865
6500,2019,Honda,Civic EX-L,Usado,28995,4.9,275,Distribuidor,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Razoável,4.8,4.8,4.9,4.8,4.9,4.9,Black,–,Front-wheel Drive,32,42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F71KE205719,P291896,34002
6501,2019,RAM,1500 Laramie,Usado,44495,4.7,474,Distribuidor,"Laura Automotive of Sullivan, LLC",4.3,196,7 North Service Road E Sullivan,MO,63080,Bom,4.8,4.9,4.7,4.5,4.8,4.5,Diamond Black,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFRT9KN623631,PC091,51156
6502,2014,Mercedes-Benz,M-Class ML 350 4MATIC,Usado,22792,4.7,60,Distribuidor,AutoCenters Herculaneum,3.6,38,1225 McNutt St Herculaneum,MO,63048,Razoável,4.8,4.8,4.7,4.4,4.7,4.6,Brown,Almond Beige,All-wheel Drive,17,22,E85 Flex Fuel,7-Speed Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,4JGDA5HB6EA365183,75913R,82171
6503,2019,INFINITI,QX60 Luxe,Usado,34500,4.6,56,Distribuidor,Gray-Daniels Nissan Brandon,4.0,104,108 Gray Daniels Blvd Brandon,MS,39042,Bom,4.8,4.6,4.5,4.5,4.7,4.6,Deep Bordeaux,Graphite,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN6KC563405,KC563405,51859
6504,2018,Lexus,ES 350 Base,Usado,33995,4.9,56,Distribuidor,Lexus of Naperville,4.8,992,2480 Aurora Ave Naperville,IL,60540,Bom,4.9,4.9,4.8,4.8,4.9,5.0,Caviar,Black,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG8JU115181,220610A,28847
6505,2020,Volvo,S90 T6 R-Design,Usado,45109,5.0,5,Distribuidor,McGrath Volvo Cars Barrington,4.3,131,1415 S Barrington Rd Barrington,IL,60010,Bom,5.0,5.0,5.0,5.0,5.0,5.0,Bright Silver Metallic,Charcoal,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,LVYA22MT4LP169960,LPV1685,25828
6506,2019,INFINITI,QX60 Luxe,Usado,33954,4.6,56,Distribuidor,Zeigler Nissan of Gurnee,4.3,635,3175 E Grand Ave Lindenhurst,IL,60046,Ótimo,4.8,4.6,4.5,4.5,4.7,4.6,Majestic White,Graphite,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM5KC520097,RT4985,58548
6507,2019,RAM,1500 Laramie,Usado,47485,4.7,474,Distribuidor,Sherman Dodge Chrysler Jeep RAM,4.1,1952,7601 Skokie Blvd Skokie,IL,60077,Ótimo,4.8,4.9,4.7,4.5,4.8,4.5,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJTXKN845820,225506A,18397
6508,2013,Toyota,RAV4 XLE,Usado,13850,4.5,182,Distribuidor,BMW of Schererville,4.6,431,1400 Indianapolis Blvd Schererville,IN,46375,Bom,4.5,4.4,4.4,4.4,4.5,4.7,Black,Latte,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3RFREVXDW071190,22494A,154835
6509,2016,Hyundai,Genesis 3.8,Usado,29998,4.8,57,Distribuidor,CarMax Indianapolis - Now offering Curbside Pickup,2.4,28,9750 Gray Rd Indianapolis,IN,46280,Razoável,4.9,4.8,4.7,4.8,4.9,4.8,Caspian Black,Beige,All-wheel Drive,16,25,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KMHGN4JE0GU116296,22570153,42867
6510,2021,Toyota,Camry SE,Usado,28689,4.8,69,Distribuidor,EchoPark Automotive Birmingham,4.9,346,2001 Tom Williams Way Birmingham,AL,35210,Bom,4.8,4.8,4.8,4.8,4.9,4.9,Midnight Black Metallic,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK2MU465343,RMU465343,39772
6511,2019,Honda,CR-V EX,Usado,30556,4.8,540,Distribuidor,Hardin County Honda,4.7,151,5608 N Dixie Hwy Elizabethtown,KY,42701,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Black,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H5XKE036417,6352,38923
6512,2018,Honda,Pilot Touring,Usado,32015,4.6,224,Distribuidor,Performance Honda,4.7,1185,5760 Dixie Hwy Fairfield,OH,45014,Bom,4.7,4.6,4.7,4.5,4.6,4.7,White Diamond Pearl,Beige,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H9XJB022842,JB022842,86474
6513,2016,Honda,Accord EX,Usado,19678,4.7,286,Distribuidor,AutoNation CDJR FIAT North Columbus,4.4,189,3000 N Lake Pkwy Building 100 Columbus,GA,31909,Razoável,4.8,4.7,4.7,4.7,4.8,4.8,Black,–,Front-wheel Drive,27,37,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F08GA119734,GA119734,115498
6514,2017,Volkswagen,Tiguan 2.0T,Usado,20998,4.8,94,Distribuidor,CarMax Columbus - Now offering Curbside Pickup,2.6,3,6463 Veterans Pkwy Columbus,GA,31909,Ótimo,4.8,4.7,4.8,4.7,4.7,4.8,Deep Black Pearl Effect,Black,Front-wheel Drive,20,24,Gasoline,6-Speed Automatic with Tiptronic,2.0L I4,WVGAV7AX9HK043211,22889524,41991
6515,2021,Dodge,Challenger R/T,Usado,34946,4.9,24,Distribuidor,Grand Motorcars,4.0,445,1860 Roswell Rd Marietta,GA,30062,Ótimo,4.9,4.8,4.9,4.8,5.0,4.8,F8 Green,Black,Rear-wheel Drive,15,23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT6MH526507,MH526507,41393
6516,2017,Toyota,4Runner Limited,Usado,40824,4.8,151,Distribuidor,Marietta Toyota,4.5,894,750 Cobb Pkwy SE Marietta,GA,30060,Bom,4.8,4.6,4.7,4.7,4.9,4.9,Black,Sand Beige,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR3H5429988,H5429988,49619
6517,2017,BMW,X1 xDrive 28i,Usado,29996,4.7,70,Distribuidor,Global Imports BMW,4.6,797,550 Interstate N Pkwy Atlanta,GA,30339,Razoável,4.6,4.6,4.8,4.5,4.8,4.7,Black Sapphire Metallic,Black,All-wheel Drive,22,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C3XH5F78595,MH5F78595,39064
6518,2021,Tesla,Model 3 Standard Range Plus,Usado,59900,3.0,1,Distribuidor,Nalley BMW,4.1,610,1606 Church St Decatur,GA,30033,Bom,3.0,4.0,5.0,2.0,4.0,1.0,Pearl White Multi,Black,Rear-wheel Drive,150,133,–,1-Speed Automatic,0.0,5YJ3E1EA2MF021039,NBDP210284,11667
6519,2017,Jeep,Grand Cherokee Overland,Usado,27991,4.8,334,Distribuidor,LaFontaine Kia of Ypsilanti,3.4,28,444 James L Hart Parkway Ypsilanti,MI,48197,Bom,4.8,4.8,4.7,4.6,4.8,4.8,Ivory,Blue,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFCG0HC834490,22Q436A,88163
6520,2021,BMW,X5 xDrive40i,Usado,67988,4.8,26,Distribuidor,BMW of Gwinnett Place,4.7,846,3264 Commerce Ave Duluth,GA,30096,Bom,4.9,5.0,4.9,4.6,4.9,4.9,Alpine White,Black,All-wheel Drive,21,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C09M9G25498,P43292,14672
6521,2020,Ford,Edge Titanium,Usado,35495,4.9,141,Distribuidor,Elder Ford of Romeo,4.3,193,63300 Van Dyke Romeo,MI,48095,Bom,4.9,4.9,4.9,4.8,4.9,4.9,Star White,Soft Ceramic,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K97LBB09372,TLBB09372,22446
6522,2019,Honda,CR-V EX,Usado,29718,4.8,540,Distribuidor,Lindsay Acura,4.3,281,5880 Scarborough Blvd Columbus,OH,43232,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H52KA011767,P19957A,43569
6523,2018,Ford,Explorer XLT,Usado,25000,4.8,265,Distribuidor,Don Wood Chevrolet Buick,4.4,48,12916 Oh-664 Logan,OH,43138,Bom,4.9,4.8,4.8,4.7,4.9,4.8,Ingot Silver,Ebony Black,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8D88JGB18770,L7012795,99957
6524,2016,Toyota,Highlander XLE,Usado,25755,4.8,184,Distribuidor,Fred Anderson Toyota of Asheville,4.0,382,777 Brevard Rd Asheville,NC,28806,Razoável,4.8,4.7,4.8,4.7,4.8,4.9,Blizzard Pearl,Almond,All-wheel Drive,18,24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDJKRFH8GS307701,NS228906A,142146
